ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,DIVISION_LIMA,FAC300_ANUAL
2025,01,0003302,5,0051,1,3,20250100033025005112,24,1,2,2,1,2,,2,63,2,2,11,8,1961,1,,,,,,,,,,,,,,,,3314,8530,3,2,,,5,9998,0,8,8,8,8,8,0,40,6,50,2,50,2,,2,2,4,5800,,,,,,140,37,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,,37,83,5800,,,140,5977,5800,6060,1,2,,8.2484094905397
2025,01,0003302,5,0053,1,3,20250100033025005311,24,1,1,1,1,2,,2,77,1,1,29,3,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,11.118296997755925
2025,01,0003302,5,0053,1,3,20250100033025005312,24,1,2,3,1,2,,2,45,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0053,1,3,20250100033025005313,24,1,3,5,1,2,,1,19,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0053,1,3,20250100033025005314,24,1,4,5,1,2,,1,35,4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0054,1,3,20250100033025005411,24,1,1,1,1,2,,2,43,1,1,2,12,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,13.52142786777585
2025,01,0003302,5,0054,1,3,20250100033025005412,24,1,2,2,1,1,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,01,0003302,5,0054,1,3,20250100033025005413,24,1,3,3,1,2,,2,17,3,3,30,12,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,5,,,2,2,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,,,11.973791618990225
2025,01,0003302,5,0054,1,3,20250100033025005414,24,1,4,3,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0120,1,3,20250100033025012011,24,1,1,1,1,2,,2,31,1,1,7,5,1993,1,,,,,,,,,,,,,,,,5131,5610,3,5,2,2,1,6,5,10,10,10,10,10,0,55,6,61,1,,1,1,1,2,3,550,60,,,1100,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,260,,,,,1100,,1100,,2460,1360,2460,1,1,,
2025,01,0003302,5,0120,1,3,20250100033025012012,24,1,2,3,1,1,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,01,0003302,5,0120,1,3,20250100033025012013,24,1,3,3,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0120,1,3,20250100033025012014,24,1,4,3,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,0003302,5,0202,1,3,20250100033025020211,24,1,1,1,1,2,,1,30,1,1,4,6,1994,1,,,,,,,,,,,,,,,,7421,9522,2,,3,2,1,1,0,0,0,0,5,12,8,25,,40,2,40,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,1645,,,1645,1645,1645,1,1,,
2025,01,0003302,5,0202,1,3,20250100033025020212,24,1,2,6,1,2,,2,52,2,2,8,7,1972,1,,,,,,,,,,,,,,,,5212,4721,2,,3,2,1,2,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,590,,,590,590,590,1,1,,
2025,01,00034,4,0015,1,3,202410000344001511,24,1,1,1,1,2,,1,30,1,1,4,11,1994,1,,,,,,,,,,,,,,,,1114,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,5100,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,8,1,,,,,,5100,,,,5100,5100,5100,1,2,,
2025,01,00034,4,0015,1,3,202410000344001512,24,1,2,2,1,2,,2,27,2,2,26,11,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,
2025,01,00034,4,0015,1,3,202410000344001513,24,1,3,3,1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00034,4,0034,1,3,202410000344003411,24,1,1,1,1,2,,2,54,1,1,17,6,1970,1,,,,,,,,,,,,,,,,5212,4711,2,,2,2,1,1,10,8,10,10,10,10,9,67,,67,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,9,5,,2,2,2,2,2,2,10,6,1,,130,,,,,1200,,,1330,1330,1330,1,2,,21.5080478074852
2025,01,00034,4,0034,1,3,202410000344003412,24,1,2,3,1,1,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,01,00034,4,0035,1,3,202410000344003511,24,1,1,1,1,2,,1,60,1,1,14,2,1964,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,0,3,2,0,3,4,3,15,,24,2,24,1,1,1,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,,,,,,,469,,,469,469,469,1,1,,23.139873434212525
2025,01,00034,4,0035,1,3,202410000344003512,24,1,2,2,1,2,,2,60,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00034,4,0035,1,3,202410000344003513,24,1,3,3,1,2,,1,25,3,3,26,10,1999,1,,,,,,,,,,,,,,,,3411,8411,3,2,,,5,9998,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,,,,,,1500,,,,1500,1500,1500,1,1,,38.15826433823125
2025,01,00034,4,0037,1,3,202410000344003711,24,1,1,1,1,2,,2,62,1,1,28,5,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,5,2,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,,,21.5080478074852
2025,01,00034,4,0127,1,3,202410000344012711,24,1,1,1,1,2,,1,64,1,1,20,3,1960,1,,,,,,,,,,,,,,,,9412,5610,4,,3,2,1,2,0,9,8,9,8,8,9,51,,51,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,5,1,,,,,,,,,,0,0,0,1,1,,
2025,01,00034,4,0127,1,3,202410000344012712,24,1,2,2,1,2,,2,58,2,2,4,7,1966,1,,,,,,,,,,,,,,,,9411,5610,2,,3,2,1,2,0,13,13,13,13,13,13,78,,78,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,,270,,,,,1740,,,2010,2010,2010,1,1,,
2025,01,00034,4,0136,1,3,202410000344013611,24,1,1,1,1,2,,1,75,1,1,22,9,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,1,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,,,23.139873434212525
2025,01,00034,4,0136,1,3,202410000344013612,24,1,2,2,1,2,,2,71,2,2,13,12,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,,,21.5080478074852
2025,01,00038,8,0074,1,3,202401000388007411,24,1,1,1,1,2,,1,32,1,1,6,8,1992,1,,,,,,,,,,,,,,,,220,8423,3,1,,,5,9998,8,0,16,8,0,0,16,48,,48,1,,2,,2,2,4,3000,68,,,,,,,,,,,,,,1,4,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,9,3,,2,2,2,2,2,2,10,5,1,294,,,,83,3000,,,,3294,3294,3377,1,2,,8.1949515577075
2025,01,00038,8,0074,1,3,202401000388007412,24,1,2,2,1,2,,2,30,2,2,12,4,1994,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,7.72062146500385
2025,01,00038,8,0074,1,3,202401000388007413,24,1,3,3,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0074,1,3,202401000388007414,24,1,4,3,1,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0074,1,3,202501000388007415,24,1,5,3,1,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0076,1,3,202401000388007611,24,1,1,1,1,2,,2,68,1,1,9,10,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,6.226253936376475
2025,01,00038,8,0078,1,3,202401000388007811,24,1,1,1,1,2,,1,42,1,1,13,4,1982,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,4,8,7,8,8,7,8,50,,50,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,5,1,,,,,,,1710,,,1710,1710,1710,1,1,,15.22528309211235
2025,01,00038,8,0078,1,3,202401000388007812,24,1,2,2,1,2,,2,36,2,2,22,2,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,7.57200887007805
2025,01,00038,8,0078,1,3,202401000388007813,24,1,3,3,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0078,1,3,202404000388007815,24,1,4,3,1,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0078,1,3,202401000388007814,24,1,5,6,1,2,,1,77,5,5,9,11,1947,1,,,,,,,,,,,,,,,,7342,1394,2,,3,2,1,1,0,0,0,3,0,0,0,3,,3,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,2,2,2,2,2,2,10,6,1,,,,,,,197,,,197,197,197,1,1,,7.49685019347
2025,01,00038,8,0099,1,3,202401000388009917,24,1,1,1,1,2,,1,27,1,1,27,10,1997,1,,,,,,,,,,,,,,,,8321,4922,2,,3,2,1,1,5,11,12,12,11,12,5,68,,74,2,74,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,5,1,,,,,,,1390,,,1390,1390,1390,1,1,,
2025,01,00038,8,0099,1,3,202401000388009918,24,1,2,2,1,2,,2,19,2,2,28,2,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,,,
2025,01,00038,8,0099,1,3,202401000388009919,24,1,3,3,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0099,1,3,202501000388009914,24,1,4,3,1,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,8,0099,1,3,2024010003880099110,24,1,5,8,1,2,,1,78,5,5,2,4,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,1,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,,,
2025,01,00038,8,0099,1,3,202401000388009911,24,1,6,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
2025,01,00038,8,0099,1,3,202401000388009912,24,1,7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
2025,01,00038,8,0099,1,3,202401000388009913,24,1,8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
2025,01,00038,8,0099,1,3,202401000388009914,24,1,9,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
2025,01,00038,11,0015,1,3,2025010003811001511,24,1,1,1,1,2,,2,50,1,1,25,9,1974,1,,,,,,,,,,,,,,,,9621,9499,3,5,1,,2,40,0,7,7,7,7,7,0,35,31,66,1,,1,1,1,2,4,1200,,,,,,400,250,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,5,,2,2,2,2,2,2,10,7,1,,,,250,,1200,,,400,1850,1200,1850,1,1,,4.619114966049525
2025,01,00038,11,0015,1,3,2025010003811001512,24,1,2,3,1,2,,2,17,2,2,7,10,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,6.705331510404575
2025,01,00038,11,0015,1,3,2025010003811001513,24,1,3,7,1,2,,1,35,3,3,20,8,1989,1,,,,,,,,,,,,,,,,9629,9609,2,,3,2,1,1,0,4,4,4,3,0,0,15,,22,2,22,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,,,,,,,1465,,,1465,1465,1465,1,1,,8.1949515577075
2025,01,00038,11,0015,1,3,2025010003811001514,24,1,4,7,1,1,,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,01,00038,11,0017,1,3,2025010003811001711,24,1,1,1,1,2,,1,44,1,1,15,9,1980,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,2,0,0,8,8,8,0,0,24,,40,2,40,1,1,1,1,2,210,30,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,130,,,,,909,,,,1039,1039,1039,1,1,,15.22528309211235
2025,01,00038,11,0017,1,3,2025010003811001712,24,1,2,2,1,2,,2,34,2,2,14,5,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,7.57200887007805
2025,01,00038,11,0017,1,3,2025010003811001713,24,1,3,3,1,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,11,0017,1,3,2025010003811001714,24,1,4,3,1,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,11,0045,1,3,2025010003811004511,24,1,1,1,1,2,,1,33,1,1,16,10,1991,1,,,,,,,,,,,,,,,,7354,1410,3,5,2,2,1,2,0,8,8,8,0,0,0,24,22,50,2,50,1,1,1,2,2,120,30,,,,,450,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,130,,,,17,520,,,450,1100,650,1117,1,1,,
2025,01,00038,11,0045,1,3,2025010003811004512,24,1,2,2,1,2,,2,31,2,2,24,9,1993,1,,,,,,,,,,,,,,,,7354,1410,3,5,2,2,1,3,0,4,5,4,4,4,5,26,,26,1,,1,1,1,2,2,210,30,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,130,,,,20,909,,,,1039,1039,1059,1,1,,
2025,01,00038,11,0045,1,3,2025010003811004513,24,1,3,3,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00038,11,0046,1,3,2025010003811004611,24,1,1,1,1,2,,1,43,1,1,8,11,1981,1,,,,,,,,,,,,,,,,9333,4630,3,5,2,2,1,6,0,6,6,2,6,6,6,32,,54,2,54,1,1,1,2,2,210,54,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,5,1,234,,,,,909,,,,1143,1143,1143,1,1,,
2025,01,00038,11,0046,1,3,2025010003811004612,24,1,2,2,1,2,,2,35,2,2,8,4,1989,1,,,,,,,,,,,,,,,,9112,4922,3,5,1,,1,7,0,10,10,10,10,10,10,60,,60,1,,1,1,1,2,2,240,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,1039,,,,1039,1039,1039,1,1,,
2025,01,00038,11,0046,1,3,2025010003811004613,24,1,3,3,1,2,,1,15,3,3,26,9,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,
2025,01,00038,11,0046,1,3,2025010003811004614,24,1,4,3,1,2,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2025,01,00040,5,0081,1,3,202310000405008111,24,1,1,1,1,2,,1,83,1,1,8,1,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,9,3,,1,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,,8.4983917216281
2025,01,00040,5,0081,1,3,202310000405008112,24,1,2,2,1,2,,2,84,2,2,27,10,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,3,,2,2,1,2,1,2,10,7,4,,,,,,,,,,,,,1,,,7.89908449392235
2025,01,00040,5,0081,1,3,202501000405008113,24,1,3,4,2,,2,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,01,00040,5,0083,1,3,202310000405008311,24,1,1,1,1,2,,2,78,1,1,2,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,5,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,,,7.89908449392235
2025,01,00040,5,0083,1,3,202310000405008312,24,1,2,7,1,2,,1,75,2,2,12,5,1949,1,,,,,,,,,,,,,,,,9211,122,3,5,3,2,1,3,0,0,0,5,6,0,0,11,,48,2,48,2,,2,2,2,100,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,3,,2,2,2,2,2,2,10,7,1,,,,,,433,,,,433,433,433,1,1,,12.82025962803515
